0.01084101 0.04009361 0.03698489
0.02299962 -0.00427047 0.03942035
-0.02456872 0.01694223 -0.04273176
-0.04155719 0.02843649 0.00785994
-0.04819144 0.01445533 0.01978631
-0.01251903 -0.01138377 0.00732852
0.00048672 -0.02198610 -0.03141204
-0.02183372 -0.01752317 -0.02428425
-0.01212221 -0.02676767 -0.03466525
-0.04279328 -0.02926139 0.02349910
0.00880501 0.03173401 -0.03604292
0.04241202 0.01920796 -0.03719033
-0.01684446 0.01341640 -0.02529013
0.04778029 0.03448761 -0.03306191
0.00511110 -0.00407811 0.01972303
-0.03528006 -0.00606773 -0.02942871
0.02448841 0.01394535 -0.03083374
-0.00049605 0.02509089 -0.01155725
0.03020802 0.04597184 0.00614445
0.02898820 0.04661411 0.04606142
0.02642805 0.00522513 0.01563449
-0.00238464 -0.03392311 0.04250367
-0.00893648 -0.04948139 0.02355550
-0.04499168 0.02201845 0.02807187
0.03685732 0.02628316 0.03721733
0.00202443 -0.02024352 -0.03838732
0.04826627 0.03263011 -0.04698750
-0.01178212 0.01766107 -0.00743294
-0.00892105 0.04584141 -0.01529506
-0.03134076 -0.01977643 0.02483535
0.01778211 -0.04124619 0.04340112
0.03134368 0.01360836 -0.03330051
-0.02702979 -0.04742894 -0.00620947
0.03615201 -0.04913166 0.02466132
-0.00759288 0.04833388 0.01997092
-0.02599454 0.04366751 -0.04422220
-0.04042356 -0.01779807 -0.04344970
0.01024513 -0.00070498 -0.00351576
-0.03010639 -0.00677914 -0.02191126
0.04338400 0.02262892 -0.04715089
-0.02419549 0.04265274 0.00132920
0.02561927 -0.00665770 0.01729621
-0.00970804 0.03795821 0.04870077
0.01933425 -0.00463909 0.03727668
0.03416146 -0.04169899 -0.02260762
0.01842169 0.01842787 -0.04428087
-0.00342889 0.02264382 0.03049184
0.01713777 -0.04839677 -0.01607343
0.00888473 -0.00908696 0.01200614
0.00184238 0.01671405 0.04256694
-0.00488750 -0.01116388 -0.03682512
-0.02691526 -0.02495042 0.00062856
0.02942348 -0.03976550 -0.02022386
-0.04678520 0.00684972 0.03959999
0.00048977 -0.04324630 -0.02425397
0.02161715 0.02484658 -0.01041967
0.01816215 0.04212290 0.00082237
-0.01968443 0.02633664 0.04217932
-0.00502314 -0.02494576 0.01716073
-0.01055855 0.00271871 -0.00369890
0.03055205 0.04613345 0.03127087
-0.02064084 0.02536315 -0.03174216
0.04562699 0.04007561 -0.03888636
0.01303513 -0.02782525 -0.04671141
0.03556150 0.02506481 -0.04672031
-0.03074561 -0.01245928 0.03983398
-0.04649253 0.00500638 -0.01849670
-0.04420157 -0.02973988 -0.00172779
0.01601795 -0.03453180 0.02437697
0.04918465 0.04759683 -0.04052392
-0.03664563 -0.01703993 0.00599028
0.00827792 0.00169529 -0.01834525
0.02621466 0.02858586 0.03656573
-0.02514204 -0.02629037 0.04285987
-0.04373181 0.01800732 -0.04086833
0.02290056 -0.04394206 -0.00564726
-0.03842821 -0.04852971 -0.00426443
-0.03898934 -0.03217836 -0.02737632
0.03925917 -0.00820057 0.00186988
-0.01079744 0.00076314 0.00864387
-0.04124228 -0.04229807 -0.03045754
-0.04978342 -0.03373780 0.04125042
0.03968592 0.00705637 -0.02310168
0.03797599 -0.01953224 0.04892418
0.00764426 0.02009415 0.00205404
-0.03127013 0.02373462 -0.04451447
0.04031227 0.00186120 -0.00957478
-0.00198077 -0.02220046 0.00464193
0.00928354 0.00771858 0.01454851
-0.01206062 -0.04425623 0.04849685
0.00857658 -0.04904021 -0.01659034
0.03979929 -0.02332435 -0.04392367
0.03968338 0.01268474 -0.03622306
-0.01186171 -0.01405196 0.04706194
-0.03556926 0.01345151 0.04026367
0.02436492 -0.03013373 -0.01283684
0.01500632 0.01907063 -0.00166875
0.04515964 0.03412943 0.02675142
-0.04561041 0.02987941 0.04060984
-0.04619602 -0.00266160 0.00471988
0.03412544 -0.03232659 0.03643316
0.01345982 0.03090363 0.04308377
0.01378442 -0.04145782 -0.02309268
0.01662276 -0.02801126 0.00846642
0.01742134 0.04069731 -0.04537446
0.02796155 0.01574449 -0.00935475
0.01665447 -0.01478362 0.00193544
-0.01918361 0.03179314 -0.04108061
-0.03808168 -0.01090116 -0.01893970
0.04323902 -0.04641960 0.04941813
-0.01322939 0.01830011 0.03883830
0.03288125 0.03763431 -0.02078471
-0.01802275 -0.03666313 0.00827141
-0.04309164 -0.02230168 0.04771148
-0.03271015 0.03821964 -0.04290344
-0.02597667 0.03681744 0.03386858
0.04932995 0.03294983 0.01630512
-0.04493075 -0.04383824 0.04167998
0.03655132 -0.01760918 -0.03269549
-0.02959817 0.04656026 -0.02039502
-0.04536874 -0.03441301 0.00887962
0.01459486 0.04632773 -0.03590998
-0.00583592 -0.03673062 0.03471572
-0.01199526 0.04587208 0.04685946
0.00628135 -0.02286712 0.04922090
-0.00316302 0.04940364 -0.03243978
0.02658120 0.03562925 -0.00325844
-0.02463090 0.00399065 -0.02926577
